,Origin,Destination,Distance,Time
341,181,3139,232,4
342,3018,3166,88,1
343,3069,3165,389,6
344,3142,3177,423,6
345,26,41,379,6
346,3085,3158,460,7
347,16,176,454,7
348,64,149,277,4
349,104,3081,239,4
350,104,114,38,1
351,130,3136,131,2
352,89,181,71,1
353,3026,3194,170,3
354,145,3085,372,6
355,132,3142,377,6
356,20,3066,285,4
357,17,25,194,3
358,100,3117,172,3
359,158,171,149,3
360,40,114,296,5
361,3071,3107,25,1
362,192,3108,221,4
363,43,81,395,6
364,41,47,410,6
365,28,3020,286,5
366,3086,3139,182,3
367,100,3043,349,5
368,111,3150,0,0
369,21,3176,442,7
370,130,3021,131,2
371,185,3104,421,6
372,69,3021,423,6
373,64,3086,185,3
374,75,125,250,4
375,103,3054,231,4
376,171,3139,0,0
377,27,3069,258,6
378,3034,3122,129,2
379,88,125,155,2
380,34,3103,62,1
381,3041,3081,155,3
382,68,149,290,4
383,170,171,66,1
384,3061,3131,254,4
385,158,3054,43,1
386,3118,3181,144,3
387,132,3075,166,3
388,35,166,522,8
389,193,3085,191,3
390,122,3190,220,4
391,54,3108,0,0
392,108,131,242,4
393,3037,3158,280,4
394,43,132,329,5
395,104,194,278,4
396,103,3139,317,5
397,3011,3146,307,4
398,81,115,95,2
399,145,3081,390,6
400,3029,3163,444,7
401,3129,3158,535,8
402,3061,3163,460,7
403,76,177,178,3
404,115,3101,431,6
405,24,3076,123,2
406,47,54,322,5
407,28,3150,578,9
408,3070,3142,373,6
409,28,66,216,4
410,41,3081,475,7
411,61,3176,211,4
412,3108,3112,252,4
413,81,177,180,3
414,192,3185,203,3
415,3034,3177,0,0
416,3076,3194,91,2
417,69,3109,294,4
418,145,3066,275,4
419,156,3061,179,3
420,116,3101,426,6
421,47,170,64,1
422,26,165,500,7
423,64,136,277,4
424,88,3054,43,1
425,176,3177,480,7
426,27,3044,172,5
427,20,3114,247,4
428,66,3131,252,4
429,76,163,393,6
430,106,3041,170,3
431,35,3108,216,3
432,29,3145,167,3
433,41,3122,373,6
434,135,3118,290,4
435,66,3158,285,4
436,139,3074,163,2
437,185,3127,421,6
438,156,3029,201,3
439,142,3181,228,4
440,170,3021,66,1
441,3011,3181,240,4
442,53,131,277,4
443,18,130,175,3
444,3166,3190,220,4
445,81,3103,308,5
446,44,3044,428,6
447,54,3060,322,5
448,150,3185,131,2
449,31,149,274,4
450,11,3166,423,6
451,69,3131,150,2
452,3053,3150,568,9
453,16,25,267,4
454,16,3193,267,4
455,86,3163,361,5
456,127,3068,90,2
457,3018,3136,88,1
458,3104,3181,320,5
459,3037,3185,104,2
460,16,122,304,5
461,62,3104,409,7
462,66,81,65,1
463,100,3152,185,3
464,170,3163,536,8
465,132,193,34,1
466,170,3193,289,5
467,103,3044,317,5
468,60,122,182,3
469,74,74,0,0
470,3020,3024,239,4
471,3060,3190,220,4
472,146,3065,332,5
473,158,3071,58,1
474,111,116,379,6
475,26,135,224,3
476,194,3061,122,2
477,74,3165,426,6
478,54,104,165,3
479,111,3149,329,5
480,142,3053,251,4
481,3066,3108,33,1
482,61,163,428,6
483,72,3060,237,4
484,193,3074,168,3
485,18,3071,250,4
486,3070,3185,111,2
487,131,3074,151,2
488,3074,3181,212,3
489,25,3181,0,0
490,61,145,219,4
491,47,3193,228,4
492,146,3026,260,4
493,3053,3152,461,8
494,106,127,167,3
495,107,193,267,4
496,135,3146,134,2
497,3171,3176,478,7
498,111,176,59,1
499,3016,3135,59,1
500,86,3181,90,2
501,16,16,0,0
502,20,104,247,4
503,103,3082,234,4
504,122,185,0,0
505,190,3108,227,4
506,24,165,437,6
507,35,3074,213,4
508,122,3054,116,2
509,3024,3142,150,2
510,106,107,166,3
511,76,166,0,0
512,3054,3158,303,4
513,139,3104,383,6
514,185,3109,129,2
515,136,3053,245,5
516,17,28,104,2
517,29,179,275,4
518,21,3129,121,2
519,170,3086,247,4
520,176,3076,405,6
521,106,3066,48,1
522,3021,3181,228,4
523,68,163,453,7
524,21,163,603,9
525,158,193,26,1
526,3024,3104,150,2
527,41,3061,395,6
528,3070,3070,0,0
529,115,3085,184,3
530,3103,3132,334,5
531,28,3028,0,0
532,37,3122,129,2
533,16,150,358,6
534,44,60,609,9
535,107,3081,65,1
536,3029,3193,194,3
537,3185,3193,194,3
538,72,3070,94,2
539,130,3102,245,4
540,3037,3069,134,2
541,3076,3181,152,3
542,3176,3190,113,2
543,107,192,360,6
544,191,3129,232,4
545,16,3194,316,5
546,70,3190,78,1
547,181,3190,72,1
548,3069,3135,84,1
549,3085,3101,528,8
550,44,182,651,10
551,130,142,131,2
552,18,3152,407,6
553,20,81,269,4
554,17,125,132,2
555,3081,3107,213,3
556,116,116,0,0
557,3131,3142,150,2
558,18,117,605,9
559,74,191,250,4
560,135,3112,58,1
561,3139,3193,228,4
562,3117,3190,181,3
563,72,89,25,1
564,72,191,321,5
565,20,61,287,4
566,24,54,140,2
567,11,116,370,6
568,27,182,373,9
569,139,3031,124,3
570,3016,3037,185,3
571,111,3041,685,10
572,16,18,349,6
573,64,3074,129,2
574,150,190,320,5
575,3043,3065,322,6
576,28,3024,313,5
577,3037,3065,32,1
578,17,179,240,4
579,3060,3060,0,0
580,3041,3146,478,7
581,3081,3122,86,2
582,116,3122,169,3
583,81,3139,229,4
584,3103,3190,300,5
585,131,3165,245,4
586,165,3132,246,4
587,25,116,78,1
588,72,3017,296,5
589,165,3011,470,7
590,70,81,0,0
591,135,182,217,4
592,3081,3166,111,2
593,31,117,490,7
594,158,3021,149,3
595,117,3018,603,9
596,60,116,19,0
597,176,3081,547,8
598,125,181,306,5
599,135,3176,281,5
600,74,3054,53,1
601,18,171,88,1
602,26,3043,248,4
603,114,3165,431,6
604,142,3176,317,5
605,11,40,544,8
606,3018,3104,465,7
607,111,3136,519,8
608,182,3037,94,2
609,37,129,277,4
610,81,3054,116,2
611,3011,3132,231,3
612,41,3177,410,6
613,114,136,257,4
614,135,3076,235,4
615,54,3037,0,0
616,3127,3136,423,6
617,150,3041,123,2
618,115,3053,344,5
619,190,3136,242,4
620,130,132,169,3
621,142,3109,129,2
622,166,3136,322,5
623,3107,3171,307,5
624,110,193,1,0
625,136,150,333,5
626,117,192,327,5
627,139,139,0,0
628,135,3163,347,5
629,145,3060,322,5
630,149,3054,247,4
631,3028,3028,0,0
632,3040,3074,129,2
633,44,3018,348,5
634,146,3165,169,3
635,110,3194,33,1
636,81,3152,0,0
637,142,3192,221,3
638,75,110,47,1
639,69,3031,497,8
640,3082,3142,377,6
641,17,3114,140,2
642,3016,3103,63,1
643,3112,3194,251,4
644,66,3017,226,4
645,24,117,357,5
646,28,86,248,4
647,41,129,280,5
648,106,3150,521,8
649,60,3020,52,1
650,3016,3139,52,1
651,66,3037,32,1
652,177,3114,177,3
653,177,3028,91,2
654,108,3194,50,1
655,72,3020,0,0
656,3060,3122,129,2
657,3132,3179,401,6
658,3018,3076,160,2
659,3040,3069,129,2
660,3043,3068,285,4
661,108,3163,363,5
662,34,104,257,4
663,3031,3176,518,8
664,28,165,552,8
665,35,3109,213,4
666,89,3076,145,2
667,107,132,291,5
668,106,3040,0,0
669,114,3163,354,5
670,85,190,66,1
671,142,3044,0,0
672,3069,3112,151,2
673,17,3145,132,2
674,60,3034,182,3
675,182,3085,281,5
676,3102,3103,337,5
677,3146,3165,169,3
678,86,149,281,4
679,103,3122,199,3
680,24,47,198,3
681,176,3190,285,4
682,86,3011,212,4
683,145,3165,303,5
684,54,3081,390,6
685,35,108,330,5
686,3018,3132,322,5
687,25,89,72,1
688,3114,3181,71,1
689,37,3136,0,0
690,25,185,232,4
691,130,3185,127,2
692,129,3085,289,4
693,125,163,613,9
694,114,3112,257,4
695,34,47,88,1
696,185,3081,109,2
697,44,3165,901,13
698,43,139,270,5
699,3066,3192,247,4
700,127,146,332,5
701,69,166,298,5
702,89,3061,206,3
703,3118,3194,80,1
704,3068,3076,0,0
705,3116,3190,382,6
706,29,190,242,4
707,111,3194,379,6
708,130,3132,151,2
709,156,191,86,1
710,131,3112,0,0
711,40,70,307,5
712,40,181,390,6
713,191,3142,465,7
714,3081,3142,372,6
715,16,152,320,5
716,116,3034,166,3
717,85,3081,250,4
718,106,3082,167,3
719,20,74,251,4
720,146,3104,74,1
721,152,182,81,2
722,60,3017,242,4
723,117,3074,472,7
724,111,3166,519,8
725,17,3117,224,4
726,27,86,343,8
727,3040,3106,0,0
728,40,3031,177,3
729,35,3179,178,3
730,62,3065,58,1
731,75,181,73,1
732,60,3037,52,1
733,193,3061,127,2
734,149,3044,280,4
735,110,136,260,4
736,3075,3132,277,4
737,193,3082,33,1
738,16,61,353,5
739,66,3139,166,3
740,115,115,0,0
741,193,3171,304,5
742,135,3165,296,4
743,69,103,136,3
744,3112,3176,265,4
745,163,3114,382,6
746,152,3069,186,3
747,16,3066,310,5
748,3139,3145,167,3
749,156,3054,277,4
750,163,3132,329,5
751,41,3131,280,5
752,3114,3116,333,5
753,190,3149,267,4
754,24,3185,165,3
755,3102,3104,361,6
756,3116,3136,166,3
757,54,3028,0,0
758,145,3109,306,5
759,110,3068,68,1
760,149,3118,306,5
761,3043,3081,149,2
762,72,3122,211,3
763,74,3034,166,3
764,72,190,37,1
765,132,132,0,0
766,3114,3145,7,0
767,129,3061,255,4
768,60,3070,43,1
769,3069,3101,389,6
770,103,3061,303,4
771,26,3023,81,1
772,31,68,42,1
773,18,20,322,5
774,64,70,145,2
775,64,181,228,4
776,3024,3108,252,4
777,3041,3131,402,6
778,61,146,365,6
779,47,3074,129,2
780,34,3011,96,2
781,125,179,352,6
782,3117,3156,189,3
783,182,3191,0,0
784,3114,3114,0,0
785,37,158,152,3
786,3061,3152,308,5
787,170,3016,27,1
788,114,149,257,4
789,116,3086,22,0
790,136,3112,0,0
791,24,3152,140,2
792,3026,3193,101,2
793,110,149,260,4
794,47,3129,288,4
795,76,149,249,4
796,142,3165,516,7
797,185,3107,145,2
798,3109,3177,131,2
799,3028,3103,403,6
800,3122,3156,306,5
801,17,3024,274,4
802,107,3044,168,3
803,3165,3171,639,9
804,28,3179,134,2
805,190,3179,403,6
806,3043,3116,239,4
807,3068,3146,371,6
808,131,3122,151,2
809,88,3152,247,4
810,28,3017,36,1
811,3112,3131,0,0
812,72,3179,398,6
813,116,149,252,4
814,3020,3029,203,3
815,81,3016,275,4
816,34,88,160,2
817,3060,3101,516,7
818,16,145,336,5
819,25,3132,203,3
820,3040,3136,0,0
821,170,181,289,5
822,16,3106,304,5
823,142,3041,170,3
824,31,3108,24,0
825,40,130,253,4
826,3020,3043,366,6
827,17,53,39,1
828,166,3054,209,3
829,69,88,409,7
830,107,190,367,6
831,192,3101,394,6
832,44,3065,590,9
833,106,3069,129,2
834,117,3127,181,3
835,190,3054,129,2
836,76,3066,97,2
837,25,3185,198,3
838,35,146,432,7
839,74,145,170,3
840,179,3020,78,1
841,85,3122,186,3
842,3016,3016,0,0
843,3081,3191,295,5
844,86,3129,363,5
845,26,70,111,2
846,26,181,194,3
847,40,3108,189,3
848,53,3109,129,2
849,179,3165,324,5
850,3070,3082,25,1
851,3102,3152,81,1
852,3017,3114,235,4
853,26,3192,238,4
854,64,122,0,0
855,110,156,306,5
856,145,3129,467,7
857,3086,3152,150,2
858,88,3150,453,7
859,110,3040,144,2
860,29,177,287,5
861,117,3060,519,8
862,35,177,487,8
863,185,194,111,2
864,20,75,218,3
865,122,3118,170,3
866,3108,3146,328,5
867,21,117,603,9
868,100,103,238,4
869,68,117,453,7
870,111,3035,519,8
871,41,3041,575,9
872,3066,3132,283,4
873,125,193,220,4
874,166,3035,322,5
875,149,165,245,4
876,115,139,311,5
877,152,3163,356,6
878,193,3026,203,3
879,44,76,569,8
880,68,3070,70,1
881,156,3131,401,6
882,43,3034,167,3
883,142,150,98,2
884,3028,3053,461,8
885,24,3127,406,6
886,171,3166,0,0
887,68,3132,290,4
888,142,166,322,5
889,108,3023,11,0
890,127,3149,252,4
891,3016,3068,123,2
892,3023,3146,328,5
893,76,3149,249,4
894,3074,3104,294,4
895,3152,3192,522,8
896,3035,3135,55,1
897,31,3193,194,3
898,54,3129,467,7
899,111,139,564,9
900,142,176,479,7
901,3021,3118,170,3
902,136,149,0,0
903,29,3061,17,0
904,114,3029,101,2
905,131,3065,251,4
906,171,3181,228,4
907,27,76,289,7
908,74,3104,377,6
909,35,176,680,10
910,3053,3065,322,6
911,85,3185,149,3
912,170,3023,177,3
913,116,3194,0,0
914,194,3114,279,4
915,74,3102,94,2
916,3106,3112,277,4
917,3054,3146,328,5
918,111,3071,379,6
919,24,3132,281,4
920,74,192,73,1
921,11,3122,294,4
922,158,3192,348,5
923,3156,3165,303,5
924,86,3054,85,1
925,88,132,91,2
926,191,3163,559,8
927,31,34,122,2
928,135,3166,227,3
929,131,3054,247,4
930,85,3060,182,3
931,27,75,316,8
932,115,3031,334,5
933,117,194,624,9
934,158,3085,198,3
935,43,3026,488,7
936,194,3145,272,4
937,3082,3118,81,2
938,20,66,251,4
939,194,3117,333,5
940,130,145,306,5
941,116,3028,170,3
942,3142,3165,97,1
943,16,3122,176,3
944,69,3060,423,6
945,125,3193,306,5
946,142,3017,64,1
947,29,3065,167,3
948,146,3122,226,3
949,74,3031,365,6
950,68,156,238,4
951,31,3132,274,4
952,66,3193,74,1
953,142,3037,138,2
954,28,74,216,4
955,31,3181,194,3
956,29,3106,0,0
957,41,3193,217,3
958,54,66,170,3
959,139,3085,257,4
960,3040,3104,421,6
961,43,3156,488,7
962,3053,3071,322,6
963,3054,3117,170,3
964,31,44,462,7
965,41,122,410,6
966,3071,3163,349,5
967,40,3011,174,3
968,3122,3131,151,2
969,64,3104,421,6
970,125,177,379,6
971,54,3192,522,8
972,156,3194,328,5
973,54,85,150,2
974,34,3156,406,6
975,185,3029,39,1
976,34,110,227,4
977,72,135,254,4
978,125,3054,197,3
979,3018,3145,250,4
980,3034,3035,0,0
981,3037,3108,0,0
982,135,3028,287,5
983,3101,3139,518,7
984,24,25,90,2
985,21,3117,268,5
986,70,3074,145,2
987,81,3176,114,2
988,37,3040,0,0
989,53,85,185,3
990,181,3074,216,3
991,3069,3104,294,4
992,190,3024,267,4
993,3136,3142,421,6
994,192,3034,237,4
995,152,3065,19,0
996,111,3127,181,3
997,31,61,118,2
998,41,3145,283,4
999,176,182,258,4
1000,116,3011,179,3
1001,3011,3191,240,4
1002,86,3131,281,4
1003,53,3074,129,2
1004,3053,3122,157,3
1005,3053,3135,207,3
1006,3065,3171,327,5
1007,3135,3163,485,7
1008,17,130,126,2
1009,132,181,74,1
1010,3026,3103,403,6
1011,81,122,229,4
1012,75,3041,336,5
1013,3023,3076,43,1
1014,3118,3131,306,5
1015,110,115,20,1
1016,47,3061,17,0
1017,190,3060,242,4
1018,179,3192,474,7
1019,3082,3131,252,4
1020,163,3044,519,8
1021,16,106,304,5
1022,190,3104,392,6
1023,89,179,101,2
1024,3034,3041,170,3
1025,72,145,111,2
1026,28,142,78,1
1027,40,88,238,4
1028,27,163,674,13
1029,3086,3122,186,3
1030,21,21,0,0
1031,3107,3117,167,3
1032,64,86,198,3
1033,3150,3150,0,0
1034,72,3106,237,4
1035,131,3034,280,4
1036,66,3108,151,3
1037,150,3142,475,7
1038,3190,3193,71,1
1039,69,3085,432,6
1040,132,3158,285,4
1041,125,3163,567,9
1042,11,66,370,6
1043,185,3103,98,2
1044,27,74,311,8
1045,110,3037,32,1
1046,117,3191,311,5
1047,3035,3109,129,2
1048,75,3024,218,3
1049,108,3129,290,4
1050,16,3061,280,5
1051,70,70,0,0
1052,70,181,85,2
1053,181,181,0,0
1054,3028,3070,0,0
1055,131,3190,263,4
1056,156,3102,419,6
1057,193,3190,89,2
1058,81,158,124,2
1059,11,11,0,0
1060,3016,3053,232,3
1061,3060,3104,421,6
1062,3024,3066,285,4
1063,28,31,104,2
1064,3070,3145,25,1
1065,106,3181,228,4
1066,3075,3109,129,2
1067,3101,3107,423,6
1068,3106,3135,55,1
1069,29,125,98,2
1070,3107,3177,145,2
1071,111,142,519,8
1072,3016,3018,44,1
1073,3020,3116,398,6
1074,3135,3190,232,4
1075,3066,3074,135,2
1076,107,3145,291,5
1077,171,3026,322,5
1078,3023,3074,134,2
1079,3066,3158,369,6
1080,192,3071,73,1
1081,103,110,245,4
1082,3020,3142,364,6
1083,44,3152,746,11
1084,100,181,90,2
1085,3146,3181,282,4
1086,61,166,219,4
1087,54,3135,336,5
1088,34,179,358,6
1089,69,3029,419,6
1090,125,3011,104,2
1091,129,3031,354,6
1092,3018,3023,199,3
1093,3053,3106,252,4
1094,3066,3179,209,3
1095,74,3177,166,3
1096,88,3165,483,7
1097,190,3127,392,6
1098,3053,3061,227,3
1099,62,152,79,2
1100,125,150,0,0
1101,27,142,172,5
1102,35,150,181,3
1103,177,3044,287,5
1104,21,3068,201,3
1105,40,3146,477,7
1106,81,3109,233,4
1107,117,3026,232,3
1108,108,3071,50,1
1109,3075,3117,255,4
1110,3011,3117,220,3
1111,35,3035,221,3
1112,3108,3108,0,0
1113,61,100,29,1
1114,104,129,249,4
1115,108,129,242,4
1116,3020,3190,25,1
1117,107,3176,442,7
1118,122,3149,277,4
1119,192,3075,237,4
1120,11,3044,423,6
1121,193,3117,195,3
1122,3103,3118,250,4
1123,149,3112,0,0
1124,86,86,0,0
1125,69,3017,442,6
1126,100,3192,339,5
1127,122,3076,76,1
1128,61,127,58,1
1129,3066,3101,501,7
1130,40,3139,166,3
1131,62,3074,175,3
1132,176,3165,153,2
1133,3035,3037,138,2
1134,3060,3082,167,3
1135,3075,3127,421,6
1136,107,115,260,4
1137,146,3179,477,7
1138,106,3156,322,5
1139,61,3163,382,6
1140,129,3104,150,2
1141,163,3166,519,8
1142,43,88,239,4
1143,3011,3142,374,5
1144,110,3136,144,2
1145,28,3193,278,5
1146,191,192,319,5
1147,40,54,485,7
1148,3023,3108,100,2
1149,40,3181,390,6
1150,61,170,209,3
1151,88,139,297,5
1152,130,3029,127,2
1153,85,3150,366,5
1154,40,171,166,3
1155,18,3158,494,7
1156,176,3114,329,5
1157,150,3020,314,5
1158,192,3102,34,1
1159,25,3117,121,2
1160,171,3104,421,6
1161,62,75,70,1
1162,75,3018,255,4
1163,20,3074,151,2
1164,3163,3194,349,5
1165,145,145,0,0
1166,104,192,68,1
1167,146,3142,74,1
1168,60,3068,107,2
1169,3024,3191,201,3
1170,152,3181,81,2
1171,40,106,166,3
1172,11,3109,294,4
1173,100,122,139,2
1174,3070,3118,56,1
1175,31,136,274,4
1176,86,145,140,2
1177,34,3177,88,1
1178,3037,3152,0,0
1179,115,3156,189,3
1180,136,3103,334,5
1181,149,3043,245,5
1182,165,3023,445,7
1183,3085,3106,55,1
1184,103,117,301,4
1185,3131,3149,0,0
1186,37,3028,322,5
1187,37,3117,255,4
1188,43,3065,329,5
1189,74,3185,132,2
1190,146,3149,83,1
1191,176,3145,326,5
1192,17,3131,274,4
1193,3034,3185,39,1
1194,3044,3150,521,8
1195,194,3026,429,7
1196,21,194,85,1
1197,193,3034,142,2
1198,24,104,30,1
1199,3103,3131,334,5
1200,158,176,373,6
1201,17,88,42,1
1202,34,3118,254,4
1203,115,129,257,4
1204,146,3075,355,5
1205,3018,3082,250,4
1206,3076,3108,61,1
1207,3068,3149,290,4
1208,182,3018,317,5
1209,40,125,119,2
1210,3053,3185,248,4
1211,3023,3127,372,6
1212,3016,3069,138,2
1213,70,3112,249,4
1214,181,3112,203,3
1215,156,3040,166,3
1216,3075,3104,421,6
1217,3076,3135,89,1
1218,127,3132,252,4
1219,171,3031,221,3
1220,3018,3086,268,4
1221,35,3107,345,5
1222,17,3112,274,4
1223,158,3011,162,3
1224,28,69,456,7
1225,62,3106,149,3
1226,81,3116,390,6
1227,37,3194,167,3
1228,108,3131,242,4
1229,81,3107,0,0
1230,66,176,325,5
1231,136,3191,201,3
1232,34,116,250,4
1233,135,3070,240,4
1234,100,3044,139,2
1235,122,3142,421,6
1236,86,3068,123,2
1237,127,3163,349,5
1238,194,3040,109,2
1239,158,3163,382,6
1240,41,74,283,4
1241,88,165,483,7
1242,88,3118,94,2
1243,182,3101,359,5
1244,29,3085,53,1
1245,163,194,624,9
1246,3103,3145,247,4
1247,130,3086,190,3
1248,3135,3192,197,3
1249,66,3166,166,3
1250,53,61,152,3
1251,193,3132,277,4
1252,70,3176,174,3
